"","代码","名称","日期","开盘价(元)","最高价(元)","最低价(元)","收盘价(元)","涨跌幅","成交额(百万)","成交量(股)"
"17604","000300.SH","沪深300",2023-04-07 09:59:00,4120.86,4120.86,4119.55,4119.61,-3e-04,1990.23,87169500
"17605","000300.SH","沪深300",2023-04-07 10:00:00,4119.69,4119.74,4117.44,4117.74,-5e-04,2318.41,105245100
"17606","000300.SH","沪深300",2023-04-07 10:01:00,4117.62,4118.07,4117.01,4117.79,0,1937.07,77900800
"17607","000300.SH","沪深300",2023-04-07 10:02:00,4117.91,4118.05,4115.39,4115.56,-5e-04,1769.81,75258300
"17608","000300.SH","沪深300",2023-04-07 10:03:00,4115.56,4116.35,4115.43,4116.35,2e-04,1888.12,94574800
"17609","000300.SH","沪深300",2023-04-07 10:04:00,4116.19,4119.55,4116.19,4119.55,8e-04,1606.21,76482100
"17610","000300.SH","沪深300",2023-04-07 10:05:00,4120.04,4120.62,4119.72,4119.82,1e-04,1652.82,70009300
"17611","000300.SH","沪深300",2023-04-07 10:06:00,4120,4121.56,4119.74,4121.5,4e-04,1483.92,62684100
"17612","000300.SH","沪深300",2023-04-07 10:07:00,4121.55,4122.8,4121.02,4122.8,3e-04,1568.62,68182400
"17613","000300.SH","沪深300",2023-04-07 10:08:00,4123.01,4123.56,4122.62,4122.9,0,1664.95,67471500
"17614","000300.SH","沪深300",2023-04-07 10:09:00,4123.16,4124.46,4123.16,4124.13,3e-04,1515.51,62446400
"17615","000300.SH","沪深300",2023-04-07 10:10:00,4124.25,4124.46,4123.67,4123.86,-1e-04,1551.38,93513500
"17616","000300.SH","沪深300",2023-04-07 10:11:00,4123.89,4123.89,4122.76,4123.09,-2e-04,1458.29,69037900
"17617","000300.SH","沪深300",2023-04-07 10:12:00,4122.65,4123.74,4122.49,4123.34,1e-04,1376.48,55617100
"17618","000300.SH","沪深300",2023-04-07 10:13:00,4123.6,4123.82,4122.81,4122.91,-1e-04,1528.08,61438400
"17619","000300.SH","沪深300",2023-04-07 10:14:00,4123.01,4123.31,4122.83,4123.13,1e-04,1464.77,58072000
"17620","000300.SH","沪深300",2023-04-07 10:15:00,4123.74,4123.74,4123.07,4123.34,1e-04,1563.08,67462200
"17621","000300.SH","沪深300",2023-04-07 10:16:00,4123.34,4124.42,4123.16,4124.41,3e-04,1232.56,52259800
"17622","000300.SH","沪深300",2023-04-07 10:17:00,4124.65,4125.54,4124.6,4125.31,2e-04,1408.23,59884900
"17623","000300.SH","沪深300",2023-04-07 10:18:00,4125.21,4125.33,4124.35,4124.88,-1e-04,1401.8,60153800
"17624","000300.SH","沪深300",2023-04-07 10:19:00,4124.75,4125.82,4124.7,4125.82,2e-04,1677.42,71958200
"17625","000300.SH","沪深300",2023-04-07 10:20:00,4126.46,4127.27,4126.41,4127.15,3e-04,1565.1,66568900
"17626","000300.SH","沪深300",2023-04-07 10:21:00,4127.36,4127.8,4126.67,4127.05,0,1578.65,62698900
"17627","000300.SH","沪深300",2023-04-07 10:22:00,4126.72,4127.92,4126.72,4127.76,2e-04,1600.47,56682300
"17628","000300.SH","沪深300",2023-04-07 10:23:00,4127.64,4127.64,4125.88,4126.21,-4e-04,1533.59,61193100
"17629","000300.SH","沪深300",2023-04-07 10:24:00,4125.99,4128.45,4125.81,4128.15,5e-04,1518.71,64048000
"17630","000300.SH","沪深300",2023-04-07 10:25:00,4128.48,4128.51,4127.68,4127.68,-1e-04,1320.94,54992700
"17631","000300.SH","沪深300",2023-04-07 10:26:00,4127.66,4127.91,4126,4126.16,-4e-04,1381.89,53764900
"17632","000300.SH","沪深300",2023-04-07 10:27:00,4125.82,4126.69,4125.82,4126.56,1e-04,1244.12,52321800
"17633","000300.SH","沪深300",2023-04-07 10:28:00,4126.25,4126.25,4125.38,4125.78,-2e-04,980.32,42171200
"17634","000300.SH","沪深300",2023-04-07 10:29:00,4125.55,4126.46,4125.27,4126.13,1e-04,1065.88,44548300
"17635","000300.SH","沪深300",2023-04-07 10:30:00,4126.87,4131.22,4126.87,4131.22,0.0012,1822.12,90050800
"17636","000300.SH","沪深300",2023-04-07 10:31:00,4131.14,4131.14,4129.28,4129.3,-5e-04,1360.39,64960200
"17637","000300.SH","沪深300",2023-04-07 10:32:00,4129.58,4131.31,4129.27,4131,4e-04,1283.62,63426300
"17638","000300.SH","沪深300",2023-04-07 10:33:00,4131.1,4131.1,4130.3,4130.55,-1e-04,1318.26,65607200
"17639","000300.SH","沪深300",2023-04-07 10:34:00,4130.63,4130.76,4130.03,4130.27,-1e-04,1258.24,58297700
"17640","000300.SH","沪深300",2023-04-07 10:35:00,4130.13,4130.34,4128.57,4128.57,-4e-04,1326.56,71343800
"17641","000300.SH","沪深300",2023-04-07 10:36:00,4128.84,4128.84,4127.57,4127.95,-2e-04,1161.2,65275200
"17642","000300.SH","沪深300",2023-04-07 10:37:00,4127.77,4127.81,4126.86,4126.9,-3e-04,1189.75,58496000
"17643","000300.SH","沪深300",2023-04-07 10:38:00,4127.14,4127.14,4126.09,4126.56,-1e-04,1048.55,41970100
"17644","000300.SH","沪深300",2023-04-07 10:39:00,4126.33,4126.85,4125.9,4126.65,0,1146.99,51066500
"17645","000300.SH","沪深300",2023-04-07 10:40:00,4127.12,4127.37,4126.68,4127.17,1e-04,1035.75,47098300
"17646","000300.SH","沪深300",2023-04-07 10:41:00,4127.01,4127.66,4126.49,4127.5,1e-04,1009.62,45674400
"17647","000300.SH","沪深300",2023-04-07 10:42:00,4127.32,4127.94,4127.18,4127.6,0,1086.67,46535100
"17648","000300.SH","沪深300",2023-04-07 10:43:00,4127.46,4127.8,4127.3,4127.57,0,988.09,44448500
"17649","000300.SH","沪深300",2023-04-07 10:44:00,4127.68,4127.79,4126.81,4126.85,-2e-04,933.22,42554700
"17650","000300.SH","沪深300",2023-04-07 10:45:00,4127.21,4127.21,4125.14,4125.14,-4e-04,1086.52,54827400
"17651","000300.SH","沪深300",2023-04-07 10:46:00,4125.19,4125.19,4124.58,4124.64,-1e-04,920.79,44583100
"17652","000300.SH","沪深300",2023-04-07 10:47:00,4124.49,4124.73,4124.28,4124.31,-1e-04,842.4,45994200
"17653","000300.SH","沪深300",2023-04-07 10:48:00,4124.39,4125.19,4124.04,4125.06,2e-04,751.9,38089000
"17654","000300.SH","沪深300",2023-04-07 10:49:00,4125.03,4125.48,4125.03,4125.35,1e-04,733.58,36451600
"17655","000300.SH","沪深300",2023-04-07 10:50:00,4125.7,4125.7,4124.13,4124.29,-3e-04,773.22,39118300
"17656","000300.SH","沪深300",2023-04-07 10:51:00,4124.32,4125.98,4124.29,4125.98,4e-04,750.13,41675300
"17657","000300.SH","沪深300",2023-04-07 10:52:00,4126.13,4126.13,4125.14,4125.95,0,740.23,35042300
"17658","000300.SH","沪深300",2023-04-07 10:53:00,4125.88,4126.03,4125.48,4125.62,-1e-04,671.27,35615000
"17659","000300.SH","沪深300",2023-04-07 10:54:00,4125.7,4126.05,4124.92,4125.95,1e-04,800.74,41704200
"17660","000300.SH","沪深300",2023-04-07 10:55:00,4125.75,4125.75,4123.75,4123.79,-5e-04,910.07,47895100
"17661","000300.SH","沪深300",2023-04-07 10:56:00,4123.54,4123.68,4123.17,4123.45,-1e-04,771.85,36799200
"17662","000300.SH","沪深300",2023-04-07 10:57:00,4123.55,4123.58,4122.71,4122.86,-1e-04,698.03,34827700
"17663","000300.SH","沪深300",2023-04-07 10:58:00,4122.97,4123.55,4122.42,4123.27,1e-04,814.2,38256200
"17664","000300.SH","沪深300",2023-04-07 10:59:00,4123.52,4123.52,4122.82,4122.93,-1e-04,713.42,30517100
"17665","000300.SH","沪深300",2023-04-07 11:00:00,4122.61,4122.73,4120.39,4120.46,-6e-04,1010.1,42731900
"17666","000300.SH","沪深300",2023-04-07 11:01:00,4120.46,4120.46,4119.91,4119.96,-1e-04,866.11,39893100
"17667","000300.SH","沪深300",2023-04-07 11:02:00,4119.8,4120.02,4118.71,4118.83,-3e-04,843.34,37968700
"17668","000300.SH","沪深300",2023-04-07 11:03:00,4118.8,4119.02,4118.26,4118.48,-1e-04,810.69,41746600
"17669","000300.SH","沪深300",2023-04-07 11:04:00,4118.52,4118.53,4117.35,4117.5,-2e-04,769.22,35001800
"17670","000300.SH","沪深300",2023-04-07 11:05:00,4117.04,4117.21,4116.66,4116.97,-1e-04,841.33,42466800
"17671","000300.SH","沪深300",2023-04-07 11:06:00,4116.94,4116.97,4116.39,4116.6,-1e-04,776.84,31893800
"17672","000300.SH","沪深300",2023-04-07 11:07:00,4116.42,4117.08,4116.38,4116.9,1e-04,722.05,32504600
"17673","000300.SH","沪深300",2023-04-07 11:08:00,4116.81,4117.17,4116.67,4117.17,1e-04,760.17,35558200
"17674","000300.SH","沪深300",2023-04-07 11:09:00,4117.4,4117.4,4116.66,4117.11,0,703.23,33381300
"17675","000300.SH","沪深300",2023-04-07 11:10:00,4117.41,4118.26,4117.04,4118.26,3e-04,783.26,35236800
"17676","000300.SH","沪深300",2023-04-07 11:11:00,4118.29,4118.95,4118.29,4118.64,1e-04,603.84,30586000
"17677","000300.SH","沪深300",2023-04-07 11:12:00,4118.81,4119.24,4118.5,4119.15,1e-04,544.39,27524400
"17678","000300.SH","沪深300",2023-04-07 11:13:00,4118.94,4118.94,4118.19,4118.77,-1e-04,620.08,38314600
"17679","000300.SH","沪深300",2023-04-07 11:14:00,4118.67,4119.22,4118.67,4119.15,1e-04,524.87,25846000
"17680","000300.SH","沪深300",2023-04-07 11:15:00,4119.31,4119.31,4118.35,4118.44,-2e-04,562.16,32628400
"17681","000300.SH","沪深300",2023-04-07 11:16:00,4118.45,4118.79,4118.21,4118.79,1e-04,525.65,22520800
"17682","000300.SH","沪深300",2023-04-07 11:17:00,4118.91,4119.73,4118.61,4119.73,2e-04,516.12,23295800
"17683","000300.SH","沪深300",2023-04-07 11:18:00,4119.72,4120.59,4119.72,4120.42,2e-04,663.69,29548400
"17684","000300.SH","沪深300",2023-04-07 11:19:00,4120.32,4121.46,4120.21,4121.41,2e-04,554.7,24985300
"17685","000300.SH","沪深300",2023-04-07 11:20:00,4121.56,4121.93,4121.41,4121.68,1e-04,635.38,30226600
"17686","000300.SH","沪深300",2023-04-07 11:21:00,4121.66,4121.86,4121.44,4121.6,0,519.25,25963900
"17687","000300.SH","沪深300",2023-04-07 11:22:00,4121.4,4121.78,4121.32,4121.73,0,594.93,28200500
"17688","000300.SH","沪深300",2023-04-07 11:23:00,4121.62,4122.03,4121.48,4121.82,0,622.64,32132500
"17689","000300.SH","沪深300",2023-04-07 11:24:00,4121.91,4122.36,4121.74,4122.12,1e-04,541.66,25455600
"17690","000300.SH","沪深300",2023-04-07 11:25:00,4121.99,4122.29,4121.87,4122.16,0,621.51,31923900
"17691","000300.SH","沪深300",2023-04-07 11:26:00,4121.97,4121.97,4121.43,4121.71,-1e-04,630.17,35432200
"17692","000300.SH","沪深300",2023-04-07 11:27:00,4121.73,4121.94,4121.24,4121.58,0,579.91,26435400
"17693","000300.SH","沪深300",2023-04-07 11:28:00,4121.42,4121.86,4121.24,4121.65,0,503.82,22911600
"17694","000300.SH","沪深300",2023-04-07 11:29:00,4122.04,4122.17,4121.46,4122.1,1e-04,629.98,33984000
"17695","000300.SH","沪深300",2023-04-07 11:30:00,4122.17,4122.19,4122.17,4122.19,0,18.21,398100
"17696","000300.SH","沪深300",2023-04-07 13:00:00,4122.09,4125.01,4122.09,4124.83,6e-04,2057,108780000
"17697","000300.SH","沪深300",2023-04-07 13:01:00,4124.39,4124.57,4122.4,4122.4,-6e-04,963.11,38514100
"17698","000300.SH","沪深300",2023-04-07 13:02:00,4122.49,4122.59,4121.17,4121.17,-3e-04,788.1,35538300
"17699","000300.SH","沪深300",2023-04-07 13:03:00,4121.13,4122.34,4121.13,4122.1,2e-04,663.5,31443100
"17700","000300.SH","沪深300",2023-04-07 13:04:00,4122.13,4122.13,4121.39,4121.79,-1e-04,791.06,33459100
"17701","000300.SH","沪深300",2023-04-07 13:05:00,4121.77,4121.77,4121.28,4121.62,0,809.75,39574100
"17702","000300.SH","沪深300",2023-04-07 13:06:00,4121.66,4121.75,4121.22,4121.33,-1e-04,724.48,31885400
"17703","000300.SH","沪深300",2023-04-07 13:07:00,4121.43,4121.43,4120.71,4120.71,-2e-04,772.34,32727200
"17704","000300.SH","沪深300",2023-04-07 13:08:00,4120.94,4120.94,4118.08,4118.24,-6e-04,1036.22,44754600
"17705","000300.SH","沪深300",2023-04-07 13:09:00,4118.29,4118.29,4116.69,4116.85,-3e-04,785.95,39032000
"17706","000300.SH","沪深300",2023-04-07 13:10:00,4117.11,4117.11,4115.51,4115.52,-3e-04,746.87,37730100
"17707","000300.SH","沪深300",2023-04-07 13:11:00,4115.82,4116.05,4115.64,4115.72,0,729.76,45457200
"17708","000300.SH","沪深300",2023-04-07 13:12:00,4115.8,4116.4,4115.8,4116.4,2e-04,709.2,37640800
"17709","000300.SH","沪深300",2023-04-07 13:13:00,4116.46,4117.8,4116.46,4117.8,3e-04,680.55,28675500
"17710","000300.SH","沪深300",2023-04-07 13:14:00,4117.75,4118.32,4117.59,4118.32,1e-04,690.32,30313500
"17711","000300.SH","沪深300",2023-04-07 13:15:00,4118.25,4118.9,4118.15,4118.62,1e-04,915.82,53662500
"17712","000300.SH","沪深300",2023-04-07 13:16:00,4118.72,4118.72,4117.42,4117.42,-3e-04,746.09,34038500
"17713","000300.SH","沪深300",2023-04-07 13:17:00,4117.43,4117.43,4116.95,4117.33,0,658.17,29558100
"17714","000300.SH","沪深300",2023-04-07 13:18:00,4117.01,4118.22,4117.01,4118.22,2e-04,782.83,36018200
"17715","000300.SH","沪深300",2023-04-07 13:19:00,4118.38,4118.38,4117.9,4118.19,0,755.19,34451300
"17716","000300.SH","沪深300",2023-04-07 13:20:00,4118.34,4118.73,4117.91,4118.54,1e-04,685.89,34375900
"17717","000300.SH","沪深300",2023-04-07 13:21:00,4118.57,4119.35,4118.47,4119.28,2e-04,784.28,39067500
"17718","000300.SH","沪深300",2023-04-07 13:22:00,4119.14,4119.44,4118.38,4118.38,-2e-04,831.68,37583300
"17719","000300.SH","沪深300",2023-04-07 13:23:00,4118.41,4118.42,4117.89,4118.16,-1e-04,781.12,37291800
"17720","000300.SH","沪深300",2023-04-07 13:24:00,4118.33,4119.13,4118.31,4118.99,2e-04,645.86,31823200
"17721","000300.SH","沪深300",2023-04-07 13:25:00,4118.93,4119.12,4117.97,4117.97,-2e-04,763.33,33481100
"17722","000300.SH","沪深300",2023-04-07 13:26:00,4118,4118,4117.07,4117.07,-2e-04,710.86,32073700
"17723","000300.SH","沪深300",2023-04-07 13:27:00,4117.03,4117.66,4116.76,4117.48,1e-04,1159.72,42989200
"17724","000300.SH","沪深300",2023-04-07 13:28:00,4117.68,4118.27,4117.38,4118.27,2e-04,662.36,27095100
"17725","000300.SH","沪深300",2023-04-07 13:29:00,4118.44,4118.85,4118.17,4118.85,1e-04,688.21,29343200
"17726","000300.SH","沪深300",2023-04-07 13:30:00,4118.73,4119.41,4118.62,4119.27,1e-04,820.91,33922000
"17727","000300.SH","沪深300",2023-04-07 13:31:00,4119.42,4120.96,4119.42,4120.96,4e-04,856.18,38201300
"17728","000300.SH","沪深300",2023-04-07 13:32:00,4121.19,4121.64,4121.03,4121.47,1e-04,856.33,36001700
"17729","000300.SH","沪深300",2023-04-07 13:33:00,4121.53,4121.56,4120.97,4121.11,-1e-04,729.59,27368700
"17730","000300.SH","沪深300",2023-04-07 13:34:00,4121.23,4122.15,4121.22,4122.13,2e-04,701.07,28835000
"17731","000300.SH","沪深300",2023-04-07 13:35:00,4122.46,4122.99,4122.12,4122.95,2e-04,721.77,30146600
"17732","000300.SH","沪深300",2023-04-07 13:36:00,4122.97,4123.13,4122.76,4122.87,0,827.56,32599800
"17733","000300.SH","沪深300",2023-04-07 13:37:00,4122.93,4123.07,4121.83,4122.18,-2e-04,866.72,35202400
"17734","000300.SH","沪深300",2023-04-07 13:38:00,4121.27,4121.85,4120.85,4120.85,-3e-04,792.36,37470600
"17735","000300.SH","沪深300",2023-04-07 13:39:00,4121.04,4121.04,4120.49,4120.51,-1e-04,764.79,34520100
"17736","000300.SH","沪深300",2023-04-07 13:40:00,4120.55,4121.06,4120.41,4120.95,1e-04,733.87,34958800
"17737","000300.SH","沪深300",2023-04-07 13:41:00,4121.08,4121.37,4120.93,4121.13,0,770.75,39333900
"17738","000300.SH","沪深300",2023-04-07 13:42:00,4121.2,4121.27,4120.49,4120.67,-1e-04,818.88,40220200
"17739","000300.SH","沪深300",2023-04-07 13:43:00,4120.43,4120.48,4119.89,4120.21,-1e-04,711.37,32387700
"17740","000300.SH","沪深300",2023-04-07 13:44:00,4120.31,4120.31,4119.67,4119.89,-1e-04,747.41,36620700
"17741","000300.SH","沪深300",2023-04-07 13:45:00,4120.2,4120.26,4119.4,4119.46,-1e-04,924.95,45513800
"17742","000300.SH","沪深300",2023-04-07 13:46:00,4119.67,4119.67,4118.93,4118.93,-1e-04,876.1,51974200
"17743","000300.SH","沪深300",2023-04-07 13:47:00,4118.72,4119.09,4118.55,4118.62,-1e-04,837.48,39063200
"17744","000300.SH","沪深300",2023-04-07 13:48:00,4118.85,4119.15,4118.85,4119.02,1e-04,746.33,39886600
"17745","000300.SH","沪深300",2023-04-07 13:49:00,4119.2,4119.89,4119.07,4119.77,2e-04,903.44,40937700
"17746","000300.SH","沪深300",2023-04-07 13:50:00,4119.99,4120.04,4119.5,4119.79,0,964.47,41136100
"17747","000300.SH","沪深300",2023-04-07 13:51:00,4120.17,4120.17,4119.25,4119.25,-1e-04,825.85,36119600
"17748","000300.SH","沪深300",2023-04-07 13:52:00,4119.3,4119.38,4118.93,4118.99,-1e-04,795.22,34011600
"17749","000300.SH","沪深300",2023-04-07 13:53:00,4119.01,4119.19,4118.47,4118.76,-1e-04,847.98,42387900
"17750","000300.SH","沪深300",2023-04-07 13:54:00,4118.78,4118.85,4118.3,4118.54,-1e-04,816.46,38666800
"17751","000300.SH","沪深300",2023-04-07 13:55:00,4118.61,4118.61,4117.52,4117.72,-2e-04,816.72,37549800
"17752","000300.SH","沪深300",2023-04-07 13:56:00,4118,4118.76,4117.32,4118.67,2e-04,847.15,38247400
"17753","000300.SH","沪深300",2023-04-07 13:57:00,4118.7,4118.85,4117.78,4117.79,-2e-04,784.72,39475900
"17754","000300.SH","沪深300",2023-04-07 13:58:00,4117.98,4118.07,4117.32,4117.57,-1e-04,768.34,34421100
"17755","000300.SH","沪深300",2023-04-07 13:59:00,4117.69,4118.74,4117.26,4118.74,3e-04,757.45,35769100
"17756","000300.SH","沪深300",2023-04-07 14:00:00,4118.81,4120.72,4118.81,4120.71,5e-04,791.91,33781200
"17757","000300.SH","沪深300",2023-04-07 14:01:00,4120.6,4120.6,4119.84,4120,-2e-04,703.34,29630500
"17758","000300.SH","沪深300",2023-04-07 14:02:00,4120.2,4120.23,4119.64,4119.84,0,683.6,33565900
"17759","000300.SH","沪深300",2023-04-07 14:03:00,4119.77,4120.1,4119.48,4119.95,0,736.92,38558100
"17760","000300.SH","沪深300",2023-04-07 14:04:00,4119.72,4120.97,4119.72,4120.97,2e-04,755.08,42390900
"17761","000300.SH","沪深300",2023-04-07 14:05:00,4121.04,4121.16,4120.88,4121.15,0,873.57,44859100
"17762","000300.SH","沪深300",2023-04-07 14:06:00,4121.19,4121.19,4120.61,4121.11,0,846.68,41414500
"17763","000300.SH","沪深300",2023-04-07 14:07:00,4120.93,4121.66,4120.93,4121.6,1e-04,821.95,36011000
"17764","000300.SH","沪深300",2023-04-07 14:08:00,4121.45,4121.45,4119.62,4119.97,-4e-04,907.69,38599000
"17765","000300.SH","沪深300",2023-04-07 14:09:00,4120.03,4120.05,4119.45,4119.84,0,840.25,38178800
"17766","000300.SH","沪深300",2023-04-07 14:10:00,4119.65,4119.66,4118.89,4119.03,-2e-04,871.52,37932500
"17767","000300.SH","沪深300",2023-04-07 14:11:00,4118.96,4119.47,4118.88,4119.08,0,709.51,34287500
"17768","000300.SH","沪深300",2023-04-07 14:12:00,4119,4119.26,4118.81,4119.09,0,816.46,36844700
"17769","000300.SH","沪深300",2023-04-07 14:13:00,4118.83,4119.14,4118.62,4119.01,0,888.73,44302600
"17770","000300.SH","沪深300",2023-04-07 14:14:00,4119.42,4119.44,4118.56,4118.8,-1e-04,934.29,40988700
"17771","000300.SH","沪深300",2023-04-07 14:15:00,4118.84,4119.58,4118.64,4119.53,2e-04,832.98,39277300
"17772","000300.SH","沪深300",2023-04-07 14:16:00,4119.3,4120.63,4119.25,4120.62,3e-04,855.85,40675500
"17773","000300.SH","沪深300",2023-04-07 14:17:00,4120.59,4123.16,4120.59,4123.08,6e-04,996.36,53371000
"17774","000300.SH","沪深300",2023-04-07 14:18:00,4122.92,4123.39,4122.6,4123.2,0,763.12,38541800
"17775","000300.SH","沪深300",2023-04-07 14:19:00,4123.43,4123.48,4122.25,4122.58,-2e-04,740.2,35540300
"17776","000300.SH","沪深300",2023-04-07 14:20:00,4122.7,4122.89,4122.15,4122.64,0,767.03,36715000
"17777","000300.SH","沪深300",2023-04-07 14:21:00,4122.27,4122.27,4121.29,4121.72,-2e-04,686.16,33103300
"17778","000300.SH","沪深300",2023-04-07 14:22:00,4121.59,4121.72,4121.2,4121.67,0,647.18,29301500
"17779","000300.SH","沪深300",2023-04-07 14:23:00,4121.45,4122.04,4121.31,4121.59,0,720.66,36225000
"17780","000300.SH","沪深300",2023-04-07 14:24:00,4121.61,4123.75,4121.52,4123.75,5e-04,781.64,39115900
"17781","000300.SH","沪深300",2023-04-07 14:25:00,4123.72,4124.04,4123.46,4124.01,1e-04,748.58,36700800
"17782","000300.SH","沪深300",2023-04-07 14:26:00,4123.74,4124.47,4123.63,4124.47,1e-04,863.76,52297400
"17783","000300.SH","沪深300",2023-04-07 14:27:00,4124.02,4125.08,4124.02,4124.37,0,751.49,38151100
"17784","000300.SH","沪深300",2023-04-07 14:28:00,4124.57,4124.79,4124.1,4124.29,0,697.25,34437900
"17785","000300.SH","沪深300",2023-04-07 14:29:00,4124.32,4124.42,4123.95,4124.02,-1e-04,683.88,31242700
"17786","000300.SH","沪深300",2023-04-07 14:30:00,4124.1,4124.16,4123,4123.16,-2e-04,812.35,37004700
"17787","000300.SH","沪深300",2023-04-07 14:31:00,4123.2,4123.61,4122.93,4123.3,0,777.74,38341100
"17788","000300.SH","沪深300",2023-04-07 14:32:00,4123.12,4123.24,4122.7,4123.06,-1e-04,774.13,36721600
"17789","000300.SH","沪深300",2023-04-07 14:33:00,4122.64,4122.95,4122.21,4122.35,-2e-04,820.19,37102500
"17790","000300.SH","沪深300",2023-04-07 14:34:00,4122.31,4122.38,4121.79,4122.19,0,808.24,38292800
"17791","000300.SH","沪深300",2023-04-07 14:35:00,4122.3,4122.3,4120.91,4120.91,-3e-04,859.84,39200400
"17792","000300.SH","沪深300",2023-04-07 14:36:00,4120.88,4121.56,4120.83,4121.42,1e-04,892.76,43427000
"17793","000300.SH","沪深300",2023-04-07 14:37:00,4121.39,4121.63,4120.77,4120.89,-1e-04,869.09,43385200
"17794","000300.SH","沪深300",2023-04-07 14:38:00,4120.77,4120.89,4120.12,4120.44,-1e-04,790.96,38009200
"17795","000300.SH","沪深300",2023-04-07 14:39:00,4120.3,4120.61,4119.96,4120.61,0,827.89,37063100
"17796","000300.SH","沪深300",2023-04-07 14:40:00,4120.61,4120.83,4120.2,4120.76,0,872.35,43777800
"17797","000300.SH","沪深300",2023-04-07 14:41:00,4120.9,4121.03,4120.55,4120.95,0,866.26,42528400
"17798","000300.SH","沪深300",2023-04-07 14:42:00,4121.13,4121.2,4120.55,4120.77,0,884.7,39606200
"17799","000300.SH","沪深300",2023-04-07 14:43:00,4120.61,4121.27,4120.58,4121,1e-04,982.04,47230400
"17800","000300.SH","沪深300",2023-04-07 14:44:00,4121.21,4121.54,4120.8,4121.48,1e-04,935.83,44674800
"17801","000300.SH","沪深300",2023-04-07 14:45:00,4121.46,4122.05,4120.83,4122.05,1e-04,1288.54,62760300
"17802","000300.SH","沪深300",2023-04-07 14:46:00,4121.54,4122.27,4121.26,4122.27,1e-04,1079.56,54361000
"17803","000300.SH","沪深300",2023-04-07 14:47:00,4122.02,4122.27,4121.75,4121.9,-1e-04,1000.54,41630800
"17804","000300.SH","沪深300",2023-04-07 14:48:00,4121.78,4122.51,4121.78,4122.19,1e-04,1057.31,51492500
"17805","000300.SH","沪深300",2023-04-07 14:49:00,4122.03,4122.11,4121.43,4121.62,-1e-04,1153.25,56223500
"17806","000300.SH","沪深300",2023-04-07 14:50:00,4121.74,4121.74,4121.1,4121.17,-1e-04,1220.99,55955000
"17807","000300.SH","沪深300",2023-04-07 14:51:00,4120.79,4121.42,4120.71,4121.42,1e-04,1198.22,57592600
"17808","000300.SH","沪深300",2023-04-07 14:52:00,4121.31,4121.75,4121.19,4121.37,0,1165.52,53187500
"17809","000300.SH","沪深300",2023-04-07 14:53:00,4121.34,4121.94,4121.25,4121.84,1e-04,1343.68,59170600
"17810","000300.SH","沪深300",2023-04-07 14:54:00,4121.61,4122.26,4121.49,4122.26,1e-04,1377.43,63648400
"17811","000300.SH","沪深300",2023-04-07 14:55:00,4122.37,4122.59,4121.98,4122.32,0,1644.02,71452600
"17812","000300.SH","沪深300",2023-04-07 14:56:00,4122.43,4123,4122.41,4122.79,1e-04,1842.08,84333300
"17813","000300.SH","沪深300",2023-04-07 14:57:00,4123.03,4123.03,4122.95,4122.95,0,65.12,3073200
"17814","000300.SH","沪深300",2023-04-07 15:00:00,4123.04,4123.35,4123.04,4123.28,1e-04,2795.72,135012000
"17815","000300.SH","沪深300",2023-04-10 09:30:00,4132.01,4132.3,4124.85,4124.85,4e-04,12711.42,572172600
"17816","000300.SH","沪深300",2023-04-10 09:31:00,4123.61,4123.61,4115.94,4115.94,-0.0022,6807.02,277561900
"17817","000300.SH","沪深300",2023-04-10 09:32:00,4116.05,4116.05,4113.64,4114.19,-4e-04,5410.07,212261300
"17818","000300.SH","沪深300",2023-04-10 09:33:00,4114.49,4114.49,4109.73,4109.77,-0.0011,5216.41,187166600
"17819","000300.SH","沪深300",2023-04-10 09:34:00,4110.2,4111.11,4109.8,4110.28,1e-04,4458.61,176698200
"17820","000300.SH","沪深300",2023-04-10 09:35:00,4110.34,4112.36,4110.34,4112.1,4e-04,4320.93,179404100
"17821","000300.SH","沪深300",2023-04-10 09:36:00,4111.97,4114.17,4111.71,4113.92,4e-04,4162.91,167962400
"17822","000300.SH","沪深300",2023-04-10 09:37:00,4113.95,4114.48,4111.5,4111.5,-6e-04,4106.34,192192600
"17823","000300.SH","沪深300",2023-04-10 09:38:00,4111.91,4111.91,4108.26,4108.26,-8e-04,3875.22,193456600
"17824","000300.SH","沪深300",2023-04-10 09:39:00,4108.09,4109.71,4108.06,4109.47,3e-04,3654.45,149277600
"17825","000300.SH","沪深300",2023-04-10 09:40:00,4109.49,4110.91,4108.84,4110.84,3e-04,3758.15,158690000
"17826","000300.SH","沪深300",2023-04-10 09:41:00,4110.87,4112.47,4110.81,4111.72,2e-04,2961.72,130524200
"17827","000300.SH","沪深300",2023-04-10 09:42:00,4111.49,4114.48,4111.49,4114.41,7e-04,2960.21,144903200
"17828","000300.SH","沪深300",2023-04-10 09:43:00,4114.9,4117.05,4114.9,4116.55,5e-04,3027.46,144653900
"17829","000300.SH","沪深300",2023-04-10 09:44:00,4116.47,4118.28,4116.32,4118.09,4e-04,2800.51,131137400
"17830","000300.SH","沪深300",2023-04-10 09:45:00,4118.04,4121.67,4118.04,4121.37,8e-04,2874.34,135196700
"17831","000300.SH","沪深300",2023-04-10 09:46:00,4121.17,4121.63,4120.23,4120.62,-2e-04,2861.09,150577000
